,0
384,"So I am at a loss of what to do, and since I'm a writer my CPN suggested I write my life out and that might help me make sense of what my motivations are and where my life is going.

I would do that, and I'm excited to, because I'm going to write it in the form of a film (to get practice for writing my other ones) but I find telling my story extremely triggering....

I know it seems trivial in terms of the writing, but it is important I am able to tell my story for other reasons too.

Has anyone else learnt how to deal with this?"
385,I have been referred by my gp to see the mental health team which will take eight weeks.i am suffering from memory loss were I forget we're I am. Flash backs from child abuse memories which used to be repressed.i am worried that the mental health team will not understand and I will not get the right diagnosis.if I have to wait eight weeks I might end up self harming just to cope.i have considered writing to my gp who is a woman
386,"keep disscociating, keep coming round to myself smiling, cringing or  talking. im reliving things some embarrassing, some good, some bad, some  traumatising. it happened whilst washing up and when i was in the bath  and just now, so thats 3 times within 1 hour..
im trying to help  myself but i dont know how. i dont think anyone can help me, so its just  me myself and i and well im not sure how to help me, i cant be saved,  im beyond help. 
im dreading seeing my cpn, i dont think anyone  really wants to listen to me, im annoying, talk too much or not enough,  im all or nothing no happy medium
actually im really down, i didnt  intend being so negative, the words are just pouring out. i think i  needed to get this out, maybe just maybe this is why i was dissociating,  trying to escape maybe? from my negativity. in the last hour ive cringe  worthy kind of reliving. 
i dont know why i am like this. i cant cry no matter how hard i try, i cant be excited or happy either"
387,"Hi,

I was involved in an armed robbery a fortnight ago. At the time, I gave a witness statement to the police and around the time I spoke to the people around me about it.

 Anyway this week, I thought I had been doing ok. I had rather a calm week with my kids, anyway my husband startled me and around 10mins later I couldn't remember it my husband told me about it. Then I started to think back to the robbery and I realised I can't actually remember the event. I can't really remember much on the run up to it during it or around an hour after it. I just remember what I've told people as though it was a story rather than an actual event.  

Is this dissociative amnesia?"
388,"I have had some experiences that my therapist classified as a form of disassociation.  He told me I am not the only client to have experienced it, so I'm looking for any information on this possible as I've not been able to find any on my own.

A few years ago having already suffered from much abuse I went through another abusive time period and then met four beings -- for lack of a better term, I call them spirit guides.  I can tell from their appearances in visions, voices, and in other ways that they are personalized aspects of myself.  They often help me and have warned me about others -- accurately.  They tend to show up when I'm in turmoil.

Can anyone give me information on this phenomenon?"
389,"Has anyone else had someone tell them that they had a nightmare about a man, and you're like ""Oh, you can see him too?""

This happened the other year, but I've just been thinking about. 

Dets visited her twice; once in a nightmare and once in a coma. 

She told me in great detail her nightmare.
An old man had pinned her down, and started to play with her feet (that bit is a sign, it wasn't necessarily his actions but the meaning behind them) and that he at points changed into a wolf. 
The wolf bit is a little unnerving because if he can take on the characteristics of other things other than me (I thought I was the host and that's why he could become me). 

In her coma she later revealed she had seen the Devil. 
I immediately knew who she was talking about.
He would have been very upset in those dark times. Not for her woe and affliction but for *my* pain.
Blood had been let even.
I am in no doubt he would have been strong. 

Has anyone else had experiences where other people can actually see/hear their 'others'?"
390,"For those of you that are DID,what do you think it would be like to no longer be DID?

Do you think it would be hard to adjust?
Would you miss anything about DID?
Would you have the skills/tools to cope with everyday life?"
391,"Depersonalisation disorder: the condition you’ve never heard of that affects millions

Jane Charlton was not herself when she woke one day in April 2002, but it was more terrifying than any ordinary morning grogginess – and it did not shift for the best part of three years.

“It was a feeling of being fundamentally wrong in your own body,” Charlton says, attempting to describe what has remained largely indescribable: the symptoms of depersonalisation disorder, the condition that swallowed a huge chunk of her life.

“It was a constant, continuous otherworldly experience,” she says. “It’s a feeling that, if you’re feeling this way, you shouldn’t be existing at the same time. The feeling was of having left myself completely, constantly trying to grasp on to reality, trying to claw back what I’d had a few days ago. Yesterday I had a life, and now I’ve got nothing.”

Depersonalisation disorder, or DPD, is among the most common yet under-recognised psychiatric conditions in the world. According to studies in both Britain and the US, DPD could affect up to 2% of the population – that is, around 1.3 million people in the UK, and 6.4 million in the US.

People with depersonalisation disorder describe a sense of complete detachment, a life lived as an automaton or on autopilot, characterised by an absence of emotions, either good or bad. (You might think of Channel 4’s recent hit Humans, which featured an intelligence trapped, powerless, in the body of a robot.) They feel as though they are observing their life through a plate of glass or a dense fog, or as if it is appearing in a film. Their bodies and their beings have separated; their limbs are no longer their own.

Depersonalisation disorder: the condition you"
392,Anyone know why it's quite a distinct diagnosis and experience and would help if people could talk about it in a specific forum.
393,"So I'm not actually struggling with anything.
I was just reading about and consequently thinking about pre-verbal others.
I noticed we don't have a thread for this (or a recent one at least).

Feel free to share how you cope and communicate with pre-verbal others.

For the singletons reading this purely from a place of learning; a pre-verbal other is a part of a person with DIDs system who cannot communicate verbally (and most likely cannot write). They often communicate by showing the host or other who is present images in the mind's eye. These can be distressing for the part viewing them if the pre-verbal other is upset and showing negative images. 

I have a pre-verbal other and experience the images, but also (as is common with parts of this nature) I can experience quite strong base urges and emotions.

Anyway, as I said, this is just a place-holder in case anyone ever has an issue with an other like this.
You're welcome. :grin:"
394,"robots do things without emotions

me too"
395,"okay so i posted this in another thread but wanted to make another thread and put in in the correct sub catergory

ive been watching you tube vids on derealisation

and ive figured out that like this other girl i feel sympathy and empathy, i can laugh but not actually feel happy its weird. anger is there i have this emotion. mood is low and show signs of depression, but dont really feel depressed either, i cant cry

i believe its a defense mechanism

but how do you talk to people that matter and tell them you feel nothing for them? that you feel nothing all the time or anger.... then i realised why i care about mum so much, because i can feel sympathy and empathy..... i just dont feel connected, im not sure i love anyone... im not sure its possible to love anyone.

i had to research derealisation so i can relate and put into words what is happening to me and in order to do that i needed youtube so i could watch not just read up on it.

just makes sense to me now how i feel nothing about anything except mum. in some ways derealisation is saving me... what i mean by that is from my abuse i havent gone insane and feel no pain, so this means i can function just about, which means i can help mum, and the reason i help mum so much is because of having the gift of sympathy and empathy

so now i dont know if i want this derealisation to go.... because in a way its not just saving me but mum too

i mean what if my emotions came back? the last episode of abuse is still under investigation, maybe i wouldnt cope at all and then mum wouldnt cope and then maybe she would commit suicide and this isnt good at all

derealisation is saving us"
396,"i found out i may have derealisation, and i can relate to the symptoms

well i have a question

because derealisation is protecting me by shutting out my emotions, is my body working more?? ive been feeling tired and fatigued for a long time, in order to actually do anything i need caffiene.... the whole caffiene thing i had to do last week as mum didnt want to be stuck in doors and had a couple weeks off work, well now she is back at work and im knackered, and dont want caffiene to be the answer but i went to the gp about it and because im fat now, every solution is to loose weight... i think its more to it than that. im layed on my side with laptop next to me and although im typing i cant even be bothered to move my legs or change position. 

is this because derealisation is protecting me so much that im feeling tired and fatigued?

this question is important to me because gp say the solution is to loose weight, mht tell me to see gp. mum cant stand me laying on sofa all the time and existing and not living, and i dont want her to suffer and she is because of me

i dont know anyone else to ask

please help me"
397,"Hi,

I've been suffering with DP/DR for a over 2 weeks now and at first I think it was just depersonalization and I think that that set off derealization and I just wanted to know if anyone who suffers with DP/DR overcame it? I see stories of people 'getting better' but I just want to know if my previous perception of reality will return because although I feel a bit better than I did before I still feel a bit off and unsure about my reality. Also, did anyone with DP/DR ever just question everything in life? Is that normal?

Basically my question is will I get to a place where I understand the world again and will I feel real again? I know the key to recovery is just riding it out which I'm doing, but I just want to know if people have actually recovered from it."
398,"Hey idk if I have derealisation but I strongly believe I do...

Question is are there any meds to help??

If this is derealisation then it tends to happen at anytime but in particular in places like shops where it's crowded or when I was working as it was in a factory and alot was happening inside the factory as was busy with people and machinery 

Also wondered if my body is fighting me to stay in derealisation so I feel nothing... so would this explain severe fatigue unless I overdose on caffeine I don't do anything I sleep on sofa and when awake lay on sofa most of the time only getting up if I have to.

Main question is are there any meds that can help?

Many thanks 

Monster"
399,"Hi all

I basically joined this forum to ask this question. A few months ago I was going about my daily business and 6 hours later I was somewhere completely different, leaving a friends house having driven there and I couldn't remember where I'd parked. I then realized I couldn't remember getting there, or anything for about 6 hours before. According to the people I'd been with I was actually reasonably normally and nobody noticed anything funny. I'm on an antipsychotic and an antidepressant, and previous to that experience I'd been being treated for hearing voices. It's only happened one time, I'm just worried it might happen again. Does anyone know what that could be a sign of? I don't have any diagnosis apart from ""psychosis"". 

Anyone experienced that? Or have any general input regarding the matter?

Thanks

Jamness"
400,"most of my emotions have gone. not really bothered about anything even bad serious issues... is this derealisation... feel like in a dreamy like daze when in crowded places and sometimes in conversations too

there has been talk about me having ptsd but my actual diagnosis as it stands is schizoaffective.... but ive realised that ptsd and disociating go hand in hand. 

i cant really descibe the way i feel properly, but its like most of my emotions have vanished."
401,"I'm currently in the process of getting a psychotherapist to look at me for a string of bizarre symptoms regarding me not feeling like... me. I'm not me right now as I'm writing this, but I cannot be sure if its something else or someone else or ah, I'm very confused.

I've been in existence for a while, me and her. There is only two of us, but maybe there isn't, maybe I'm just lying for attention.

Does any of this make sense, aha?

Long story short, would it be ok to ask from the DID community what this sounds like while I wait for professional treatment...? Thank you!"
402,"I have 'the sniffles' and it's really drained me.
I'm starting to feel less real, I can hear thoughts that are not my own, I keep feeling like it's christmas (which I get quite a lot but never more than once in a day), my body feels like it's drifting away from me.

I can't afford to transition now. :BLAH:
I have my mum's wedding to attend next week."
403,"I've had no thought process and no emotions for 2 years now.  I have no mind's eye, no motivation, and no interest in anything. I also have a pressure in my head like my head is going to explode. I have seen absolutely zero improvement after all this time. What should I do?"
404,"Hi All,

Been reading the forums for a while, but just got around to taking the plunge and joining up. For someone who is relatively new to mental health, there is a lot of reading. Hope its ok that I post this in here, as I didnt have a clue which part to post it in. Not sure how much I can write here, or how ""in depth"" I can go, but about 3-4 years ago, i started experiencing some issue's, some pretty messed up stuff....went to see my doctor and after a few consultations with various people I ended up speaking to a psychiatrist. For the longest time, I was an angry man....I smashed my house up on several occasions and even now, can be very aggressive or destructive over the smallest thing. I have become very argumentative and opinionated, which never used to be my nature, i used to be carefree and up for a laugh at any time day or night. Interaction is difficult, unless via email or text, and although I have a very good understanding of grammar and words and language, I find myself either rambling on and getting lost off, or I will get confused and wont be able to remember the word I am looking for yet it will hit me a few hours or so later. I very rarely want to go out, and as a result my weight has gotten to be a big issue for me, which as you can imagine doesnt help. I have never been able to maintain any friendships, will start new ones and become almost best friends with people, they share their inner most secrets and I will feel like a part of something, but then I will eventually find fault with the relationship and lose contact. I never feel like I fit in, and the more I try to develop social skills and to get people to talk to me and want to spend time with me, the more stupid I feel and the worse it gets. Another issue I have, is that i seem to live in cycles. One moment I will want to drive a 4x4 and go hiking, the next I want to buy a smaller car and go driving more. At the time it will feel like the most important thing in the world and I NEED to do it, then I will get sick of it and move on. Just this year, i found a reason to hate my iphone, so sold it and bought a HTC, then i decided that I missed my iphone, but then they forced the U2 album on me and for some reason I felt like it was the worst crime, sold my iphone and bought a Samsung. Not to drag the story out but I have done this 4 maybe 5 times this year, its only lately I have been able to stick it out.

Anyway, sorry to drag it out, I dont even know if it will make sense to anyone, I was just kinda wondering if anyone might have experienced something similar and could offer any insight. This is just breaking the ice, but if anyone has any questions or anything I would love to hear from you."
405,"I'm new to this whole forum discussing but I feel like I can't keep it to myself any longer and as though this is the only place I can do so. Anyway - since 2013, I've become to feel an increasing feeling of emptiness and lack of emotion (? not completely gone but very much numbed down) and sometime's I'm in a conversation and I space out and I feel like I'm not even there and my whole life is going past and I've got no control over it. It doesn't affect my actions at all, I'm not mopey, I have a social life and friends - I still behave exactly the same way before this started; just inside I feel a lot different and occasionally - most recently - I have felt something really heavy inside me but I can't quite pinpoint the emotion but it's so overwhelming it's almost as though I feel I'm not a real person (sounds ridiculous I know) but it's really weighing me down and making me feel weird. For example, I looked out the window last night and I feel almost like nothing outside is really there (it's really difficult to put into words). I've not considered self-harming and I would never whatever the circumstance, however bad I feel because, to me, I feel as though it not that bad. I've lived with this for a few years now and I have no idea what it is and I just needed to talk to somebody about it. Thanks for reading."
406,"How do you say no when the voices seem like your own thoughts?
I know I would never think these things or give up like I have, but I don't know which other it is, and I don't know how to differentiate between our voices/thoughts anymore."
407,"I can't tell if what I'm saying/doing is me or not anymore.
I more than one person all the time lately. 

I keep having thoughts, acting on them, then regretting them.

Sometimes afterwards I don't remember even doing/saying those things.

I bet she would love to see me like this....

Did you know she once held me when I screamed after waking up from a switch in the middle of the night?
Now she just seems to think I do it as some sort of Circus trick, or that it's all smoke and mirrors. 

Not that I have spoken to her for about 7-8 months."
408,"I daydream all the time. Even when I am happy I'll daydream. When I'm feeling low, I get bad negative thoughts and I can't get them out of my head. Sometimes I would make faces in attempt to block them. I can't stop negative bad thoughts. These negative thoughts are events that has happened to me. Example, if I accidentally unplug the speakers and music starts playing out really loud, I would get negatives thoughts of me being yelled it by my parents. Another example is when I get messages on Facebook or a text and the app makes a ""bing"" noise. There was this time I was yelled at by my teacher at university for texting in class. So now every time I get a message or a text and my iPhone makes a ""bing"" sound I get negatives thoughts of me being yelled out by my teachers. Result of this, I would make cringe faces. I also turned off all the my notifications on iPhone. 

I have a hard time focusing on tasks, even if I enjoy them. Even when I am doing exercises like running, I get negatives thoughts in my head of random events and I can't control them. The thoughts interfere me from completing the exercise . 


But regardless of my daydream, I do make faces even if I am daydreaming about a happy thought.

Could this be OCD? I heard about maladaptive daydreaming. Any thoughts?"
409,"I am on the verge of tears. 
I know that if I cry though, it will make me transition into my little. 
I can hear he is upset. :(

I am trying my hardest to stay strong and not transition.
Even typing this thread is tough. His thoughts are mixing with mine and I have to think about what to type. 
Trying to distract with music but it's not working. 

What do I do?"
410,"Does anyone else have this?

When I say ticks, they only look like them to the observer because I manage to stop myself speaking so it seems like a random noise. 

It's like the thoughts in my head, that belong to the others I am co-conscious with, get muddled with mine and I say what they are thinking. This often makes no sense or is disjointed. It's weird though 'cos I can think stuff myself and I don't get the compulsion to say it (or shout it, as is often the case) as strongly as I do the other's thoughts. It's like dissociative Tourettes, although I don't think I have Tourettes.

I don't know, I just thought I would post this as it happened at the cinema the other day and I was thinking about it. :shrug:"
411,"As of late I am struggling with time. Detached if you will. As if I am kind of still in a bubble but time is moving around me fast.

It is an odd feeling.

I feel a lot of time is wasted as I can not seem to grasp or connect with it or anything around me.

It is funny because I can deal with depression or impulses or my random moods but the sensation of not really being here or feeling unreal makes me feel very uneasy.

How do you engage back with reality?"
412,"Hi there. I just wanted some input as my GP has not got back to me yet and frankly I felt too embarrassed to tell her some things regarding what has been bothering me. For the past few months now I have been getting episodes of blurry/strange vision, light headedness and tingling sensations which will last a few hours minimum 1 hr. It makes me feel really spaced out and I can't concentrate very well. During this time I can feel really irritated or a bit more energetic/euphoric than usual however it makes me feel quite uncomfortable. My GP said it could be a silent migraine as I have had migraines in the past; also anxiety. However, the part I did not tell her is that during these episodes I feel far from reality and when the whole experience gets intense I begin to question my own existence and if I am really in the present and experience dejavu. I really want to know what this could be as I know this thinking is irrational but perhaps it is just my anxiety but it seems a little too far fetched. 
Even when these episodes subside the whole 'i am not really alive' or feeling like im Jim Carey in the Trumann show doesn't really disappear. The first time this happened was when I was coming home from work in the evening and waiting at the bus stop for the next bus. I was completely alone and for some reason I thought I was stuck in a limbo world and started to freak out and cry suddenly as I thought I no longer existed as there was no one else around but me. I recently broke up with my boyfriend during this time and was using coke regularly as well so this might have caused it. However it doesn't explain the episodes as they still happen and I still experience depersonalisation.
For some time I thought I was hypomanic because of this, anyone have any ideas as to what this could be?"
413,"I'm losing a lot of time today. Ever since last night they aren't too happy with me. They've made it impossible to leave my house without a panic attack. I feel so stupid. I hate myself so much. It shouldnt have happened. I know I didnt say no though. And I've wanted to do that for a very long time, since we met in 2007. 

I feel like a slut. 

But I hate my life sometimes. Voicrs are back. No sleep. Racing thoughts. Panic attacks. Can't drive."
414,"I made too many people upset today and won't be a problem again. I'm sorry I upset too many people. So I'm exiting. 

Not killing myself. Might be back later but can't be on here when I've upset too many people. I'm getting better but I still need support but I can't have it here."
415,How long did it take for you to get diagnosed?  Were you misdiagnosed?
416,"Yesterday was bad. I sometimes have these episodes where everything feels like a dream. The world gets this surreal quality and it causes me to panic. I literally had a 3 hour panic attack. Usually I'm really good at working through them with breathing techniques and talking myself into a calm state. It didn't work this time. 

Even washing my hands was weird. I know they are my hands but they didn't feel like it. I stared and stared but it didn't change. This state lasted almost 9 hours. 

Every other time has only ever lasted at the longest 1 hour. God it feels like I'm spiraling"
417,"I find that I go through life, especially at work, where I switch off and I'm on autopilot most of the time.  I feel as though there is no ""me"" I think that my life has become so crap that I just ""switch of"" it feels more than depression.

It is as though I have no identity, I'm a mother, a wife, a carer, but no ""me"" I have no opinions on anything and just live for everyone else.  At the moment though, I'm just wanting to hide away in my bed where I sleep, or go into some kind of trance.

It is so scary for me at the moment.  I'm scared of going to bed, I really feel as though there's hardly anything of me left.  I feel,as though I may disappear altogether.  Can anybody please try and make sense of what is going on, or maybe understand what I am going through.  This isn't a new thing for me and it's very, very scary."
418,"Hello I am 36 years old. For most of my life I have been a MtF crossdresser,  at 7 I knew. At 13 told my mother and she had a horrible response.  My 34th birthday I was forcibly committed.  I was dressed as a female with a pistol in my hand. Much stress and drugs led up to it. I have had a very unsuccessful life. Tried to join the military twice,  college 3 times, and divorced twice.  About 18 was when I started fully going out and presenting as a female sometimes.  I have lost jobs and upset people I love by crossdressing but can't stop. If I don't dress for awhile I get really angry and become borderline psychotic. 


I met my other personality about 16 months ago,  her name is Cassandra.  I went through many names over the years and was going to change it again but this is the first name she likes.  My second ex gave me the girl name and I wanted to ditch it because my ex chose it. Cassandra however loves the name so we keep it. When I met Cassandra it wasn't voices or anything like that it was like telepathy,  memories,  thoughts and images.  It all made sense and I was excited then became very depressed and suicidal.  I am now into my third month of stimulant meds for ADD. The meds help alot,  the depression,  paranoia,  and over eating have subsided. I feel ""closer"" to Cassandra and we are getting along. 


I didn't know Cassandra for 34.8 years of my life.  She knew me. We had a very combative relationship.  I used to have my second ex wife harm me while I was dressed up. I told my ex it was sexual,  as a component of it was but it was deeper then that. It also doesn't matter how we are dressed,  Cassandra popped out at very strange times and also very helpful times. My personality is very different from hers and now that I know her I feel like I'm the ""bad"" personality.  

The argument for me being transgendered is I just haven't fully accepted it yet because of shame.  Soon I am going to legally change my name to Cassandra as I really don't care if I'm dressed as a male and people call me Cassandra,  or they could just call me Cass."
419,"I feel horrible and different for about 2 years now I think I've got signs of de personalisation but I'm not sure if it's a neuro problem as it feels worse than de realisation/personalisation. I just wanna know if I will ever be normal me again so I can get on with my life!!without worrying. I feel strange when I go outside and engaging people with conversation doesnt feel right like serious chats when I talk at like job interviews in just like there nodding- 
Also having some really weird thoughts to do with violence towards my family members, is when I'm at home I have some weird strange thoughts and just feel abit odd at home.
But nothing like when I go outside nothing feels normal..Like my eyes change and my head goes into another mode but inside I'm fine! :/
I have no clue about this de realisation/personalisation I just wanna get through it but it feels much worse than it is. And doesn't seem anxiety triggered 
This was all because I done stupid drugs a while back but since then been completely straight"
420,"Has anyone experienced this? 

How did you deal with it?

I know, I know, don't take drugs..."
421,"I know I'm just a member and number to this site and the people on it but I thought some people would miss me. Not so, Ive found out. Nobody misses me. I'm not myself right now and that's due to some staffing issues. I really thought I was closer to people than I really am. 

:sorry:

I am replaced by people who I don't know and won't know. I don't feel comfortable on here anymore. I have no friends anymore. Sigh, I've lost everyone close to me on here. I knew if I came out with my story of my father abusing me I would lose everyone. I shouldnt have said anything. I shouldnt have broke my silence. I lost everyone close to me. I lost all of my support. 

Why do I even come back here?"
422,"At work today I kept thinking how unreal it all was, how my colleagues are just objects, nothing is real, it's all pretend. I've been seeing this more and more for some weeks now. I find it hard to continue the show. Logically I understand it can't be true...but still how can it actually be real! 
Are they just watching to see when I finally revolt. 
How can I know, where is the truth, the cornerstone."
423,"So, I've been wanting to find out my alter's names so I can identify them more since they all act totally different, dress different, have different ambitions, etc. 

I wasn't sure if I should call them by their names on posts but then I thought if they want to post something, I should probably let them, it might help me too since I can document who is saying what and I can find out their thoughts. I'm very into mental health and psychology so I feel this is quite an interesting task.

I'll just put their names and the brief intro to the.

Alexandria/Alexis - Positive, ambitious, fun, gives good advice, enjoys going out and having hobbies, wants to become a dancer. Dresses quite ""alternative"", leather jacket, jeans, boots and a hat. (How they dress has been told to me by my partner unless I remember what they wear from when I took over again.)

Olivia - Negative, depressed, thinks the world is against her, easily controlled and manipulated, loves helping others, wants a career helping others. (Wears baggy clothes because she hates my body)

Rose - Undecided about EVERYTHING. She has no clue who or what she is, doesn't know what she ever wants, easily frustrates others. Goes along with everyone else, demotivated. Wears usually the first thing she sees.

Victoria - My protector. Takes over when she believes someone is trying to hurt me or upset me. Even when online, she will take over and ignore negative comments or abuse so I don't have to see them. Has tried to break my partner and I up but not as much now that she sees the lack of danger. Dresses a little alternative but likes a few ""girly"" things too, occasionally wears skirts and dresses. 

Quinn - Out of control, scary, angry, breaks things, threatens to hurt herself, tries to break my partner and I up because she fails to see the good in others and pushes them away, she is very antisocial. Stereotypically, she wears all black. What a shocker lol. 

So...at least they're named now so if any of them posts, they will most likely put their name at the end of the post, unless they decide to be annoying and not do so.

Since I can't actually talk to them to tell them I'll just put a note somewhere they'll all see it so they know to do that, if they don't listen, and they still post, I'll probably be able to tell anyway. 

Feeling a bit vulnerable right now, so I'm gonna end this post here.

Edit: Forgot to mention, one of them (gonna guess Quinn for obvious reasons) decided to dye my hair black yesterday. Good thing it looks good or I'd be going mad!

~Alexis"
424,"I noticed almost no one posts here anymore. I just joined looking for help. I'm an alter but a reluctant one. I'm having to come to grips with the fact that I can't have everything the way I want it. Just looking for others to talk to who might be able to help me with the constant struggle of having to not have a ""real"" life. I don't feel like a real person. Am I alone in that?"
425,"Hello, sorry, new wasn't sure how/where to post...
Been in & out of godawful to fantastic treatment for nearly a decade, and finally getting seen regularly, but only thing people can really agree on is dissociation. 
It's pathetic, I know, I'm doing well enough now- but suddenly I am very frightened. I have no idea what is wrong, I don't know if I can fix it myself. I don't know why I am prescribed what I take, or if it is a placebo, or if by stopping I am anti-placebo ing myself! 

They seem to be slowly honing in on bipolar with psychotic episodes in place of highs, I try to understand but I really cannot follow. I know I have been getting worse, and faster. The only link I can remember is that I feel I am in the wrong world, everything doesn't work properly, I sit for hours outside just waiting sometimes- I have cracked it! I know this isn't real.

I am babbling! But I am frightened. I used to be able to calm and control myself, for years at a stretch, now I am lucky to make a few weeks. I go to my doctors, they write God knows what on the notes, and give me things, either I take them and stay bad or stop and get worse. 

But they won't tell me what they write, I don't have any diagnosis. I am 25 and feel like my life is over, all it is is trying to stay in a world I don't believe in. I am detached, I think deep down I no longer care. I feel wrong, misplaced, out of joint? 

In hallucination I once jumped off a bridge, had a hell of a time explaining I wasn't suicidal, but I was convinced if the world was wrong, if I was wrong in it... I thought I belonged underwater (was proved wrong, can't breathe.. get a bit cold, all that...) is that dissociation? 

Why won't they just tell me what is wrong so I can fight it? 

Sorry again, bit of a rambling message..."
426,"Here is a chart of the three different types of dependency.
I just thought it might be useful for people, because I didn't know myself there were different types of dependency."
427,"Does anyone feel like a child inside an adults body? The feeling of not being able to cope with adult life.

For example unable to manage money, changing career paths all the time, unable to complete things like college courses etc. And looking for constant approval from parents feeling like if you don't  get there approval u are doing the wrong thing.

All this along with high and low moods, depression and anxiety....just want to no if anyone can relate and what to do?"
428,"So I've recently started seeing someone with DID, he hasn't explained anything to me but I've been looking up things to do with supporting people with it. I haven't experienced any other side to him either I don't think. Seeing as I'm recently new to the forum I thought maybe I could come to you, and just ask what's best to do? Like if he has a weird one (sorry, don't know how to describe it, episode?), is it nice to hear comforting things? And do you think I should chat to him about it, or let him tell me more? He's told me why, about his childhood, so I understand what could trigger him and what to not talk about. To be honest I just really care about him and I have things going on with myself and I just want to be able to help him if he's not okay

Also this might be in the wrong section so please feel free to move it but I thought this would be the best place :)"
429,"So being integrated is cool and all, but as I've touched on a few times recently....Not having the others has left a gaping hole in my life, especially as I'm co-conscious. 
What if, however, it also leaves a hole in the lives of other people?

What if I'm the worst 'other', the host?
The others are all (bar one) better people than me.
They function better.

Maybe, I'm making no sense. I dunno.

FYI - I'm *actually* integrated because I still haven't solved any trauma (If there is any!) or anything, I just didn't know a better word for the stage I'm at."
430,"I'm not really sure if this counts or not??
It seems sometimes if I get very bitter/angry (sometimes over small things) I can't control myself. I'll get physically violent, or try to emotionally manipulate my friends to make them feel guilty. I hate this so much because I try so hard to be nice, considerate, thoughtful, etc. Even if I know what I do/say will hurt someone, it just seems to happen and I have no control over it. This usually happens when I'm being humiliated, frustrated, depressed, angry, and other feelings like that.

Other things include:
>looking in the mirror and being confused by my face, like I know it's me but I just don't see it as normal? (like I don't recognise it?)
>feel like there are multiple versions of myself (hyper, depressed, angry, evil, etc)
>can never make decisions, I have different, contradicting thoughts about everything
>constant headaches, occasionally hear someone whisper my name, always feel a presence
>forget things easily
>sometimes 'snap' back into my head, almost like my consciousness floats away and I don't realise it until it rushes back?

Does anyone know what this is?
(I have lots of symptoms of other things too eg paranoia, anxiety, bipolar, bpd, etc)"
431,"Today, i found that I am putting 100% into everything, i know i probably won't achieve it but I have high hopes for myself and my recovery. I made myself a new routine, and am doing well with it, but i usually struggle with it maybe 6 months to a year later. 
i also feel i lost my confidence, when ever i isolate myself i also lose confidence in who i am, even to talk out loud.
 i feel that dealing with my dissociation, I put 100% of my effort to stay here, in reality, but boredom, and forgetfulness usually pulls me back.
Today I did pretty well, I found that i was in reality and not stuck in mine or another person's mind...Weird, that I posted that but, that's what i think and that's okay.
i did well, i didn't have many weird thoughts but at times felt like i couldn't cope with reality, but I can, I take a deep breath, try to relax, then go on with it."
432,"One of my alters seems to absolutely hate therapy and get very angry and upset by it which leads to them taking control after the therapy session and basically going on the rampage .... this only really happens after a therapy session. It's led to me getting arrested twice and section 136'd twice. 
It's extremely scary and I don't know how to stop it?"
433,"I'm really struggling. I will reply when I get home in a couple hours. But the voices are really really loud. Really forceful. 

I don't really want to die. But I do want my situation to die. I'm staying in control more often and it is scary and exhausting. I need to let up though."
434,"Hi everyone,

I have DID. 
I see my therapist for 90 minutes once a week. 
I feel grounded and I feel like myself before going in to therapy, but when I leave I walk out the main doors feeling like a little child lost in a big city. I feel confused, scared, disorientated, suicidal and feel unable to get myself home (20 min walk, 25 min train journey with 35 min walk when I get off). 
I have told my therapist about this but he insists I am present and grounded before I leave the session, and he hasn't said much more on the matter.
Its now reached a point where I am dreading therapy because of how I feel and behave afterwards, I feel like I have no memory of getting home, or just very small glimpses or flashbacks and it's really worrying me."
435,"I know that I have had dissociation happen to me when my stress level is beyond what I can handle.

If it gets too that point...ok I hope this makes sense.

If I dissociate for only a little bit of time from too much stress it'll be like I am physically there but not mentally. Yet if it lasts too long this happens.

I feel like I'm two different people. I'm me a 22 year old adult but yet there's also this little girl who has come out when my stress is past what is normal even for me.

She is part of me but it's like she's separate. Like she is different. I like things I'm fermilar with that are childish [like cartoons like Rugrats and looney tunes] but she is different. I don't have to have things from Rugrats or Looney tunes though. She is different. Like she has this favorite doll,baby Dil from the first Rugrats movie, she just absolutely just had to have. It was ordered online. I knew it was being ordered but I felt like I had no control to stop it. It's like I was there but just watching and couldn't do anything. It's like I was watching a movie [not sure if that's the best way to put it] but couldn't control what went on.

When the stress goes away it's like she hides. But when the stress is too much it's like I can still see what is going on yet at the same time it's like I hide instead of her.

She's the little girl but I don't think she likes being called that. 

I got a flashback of a certain person saying those words...don't know if the bad man ever hurt her or not. It's weird. I know it's me being called those words yet it's like it's the child I mentioned being called it. It's like I'm two different people yet she is seperate from me.

How can I know more about her? Before I thought I might have just imagined it but now I'm certain that I'm two different people. It's quite odd and I need advice."
