,0
807,"Hey all, I recently joined this forum because I have realized I am deeply depressed and not sure what to do about it. I went away over the long weekend and I can't stop thinking about how happy I should have been with my partner and kids and instead spent the first day and night locked in my car crying my eyes out. I started an argument with my fiancée again over some trivial issue from his past that has nothing to do with me and ignored my kids leaving them to do their own thing and wonder why I was in the car crying my eyes out. My partner has assured me that be loves me and wants to help me and my kids keep asking if I am ok and that ""its ok if I'm upset"" but I just can't be happy. All I want to do is think about the worst things in my life, my past, my partners past, every mistake I have ever made, the fact that my family don't talk to me anymore- anything that upsets me. The same old thing happens, the next day I get up feeling absolutely lifeless my head is hurting and I feel like being sick because once again I have ruined everyones night. I just can't get over things or move on and I need to know that there is something I can do about it because right now I think everyone- my partner, my kids, will be better off without me. I am just bringing everyone down and it's killing me. I feel that the more and more I fall down I'm bringing them with me. I hope someone knows what I'm talking about."
808,"Hi all , I have not been diagnosed as PTSD but I reckon this is where I need to write this I have never told anyone about this except my parents when it happened and even then they dragged it out of me I did not volanteer the information and the next time was when I was in the therapy for the first time and even then I had to write it down because I could not say it face to face with another person, I have been married now for 25 years and to this day I have not told my husband and after leaving it this long I cant see how I ever can now. At the age of 15, I was gang raped I dont want to say any more about it just that it happened from there I went on to be a cutter which I stopped doing once I was in my 20's and I drank heavily my whole life I am now 50 . Depression and anxiety have been with me for as long as I can remember it was only about 5 years ago that I started having major panic attacks this is the point I ended up in therapy and on medication. I have been diagnosed as GAD .I am currently not taking any medication and trying to live without it , I am also trying to get my drinking under control.
I'm not really asking for advice I just wanted to get this of my chest.Thanks for listening."
809,"I don't think i'm suicidal but i have been thinking of ways out. It's so hard, new memories popping up all the time i can't deal with any more of them.
I just want every thing to stop.
It's all to much, i just want a little normality back."
810,"For the last few years its been nothing more but the same old crap and depression. im just getting sick of it. im sick of everything at the moment. 
I was sexually abused for 2 years, its something that i really dont want to talk about but its the thing thats making me ill and holding me back from living my life. I cant deal with it. and my familys getting sick of me. when i feel upset or anything they yell at me. saying that they dont want a repeat of lastyear (when i was at my worst) and it just makes me feel like absolute shit. whats the point in telling anyone? im just going to be upset when its bought up and then im just going to get yelled at again.
Im struggling with loving myself. i just cant do it, i hate myself and everyones pushing me to talk about it all the time and i dont want to. 
its just a 'no win situation' i feel completley and utterly stranded with no way out of this shit. 
why wont it just end already."
811,"i thought id give this ago...

alarm woke me up but the effects of zopiclone made me turn the volume off, i nearly missed the bus but got to college ontime. we were given our grades for our music assignments today, but i needed to talk to my tutor about something else, my carers really wanted me to mention it to him so i did. a students father in our group had been contacting me over facebook, he's 61 and he asked me to go to his house, told me he fancied me, so i said im sorry but no. its been bugging me, i have ptsd and have a had 2 people sexually abuse me, so this has brought up soo much in my head i cant describe, ive been having panick attacks at ridiculous hours of the morning, believing that he knew where i lived and he was going to ""get me"" he lives in the same town. my tutor first said that he wouldnt tell anyone else, and then after lunchbreak he said that legally he had no choice but to tell the welfare officer in the college. so i dont  know what is going to happen, and if this guy writes back i know i should tell someone but for the benefit of the kid in my class i dont want to rip his dad away from him as he is the only family he's got. 
i had therapy yesterday, came out crying my eyes out, i couldnt function properly so i rang for support whilst trying to keep myself upright in a estate road , crying into a bush, eventually i pulled myself together got on a bus and went into the town, to get some things for my carer, the support wasnt there when i needed it, i felt soo bad and it just seems to have gotten worse, i dont like my mum after the way she treated which is why im in care, but my nan is constantly trying to get us all together again (playing happy families) not reallizing how much of a strain it is for me to be in contact with her, my mum gave me her old phone cause mine was broke, i didnt want it only because i knew it had come from her but i accepted it, i deleted all of her messages etc but today i was on the bus to get home when suddenly i was looking through my saved txts one popped up from my mums new boyfriend telling her to warm herself up as hes going to give her a good time. this has made me feel sick, did she want me to find these messages, to proove to me that even tho i dont someone loves her and doesnt care about whats happened to me. i mean wtf.
after playing coldplay clocks over and over again for 2 hours in college today i think that is enough to make anyone feel abit crappy but all this added shit keeps piling high. even though i dont live with my parents anymore because of this ptsd, they ARE in my life quite often, its like i cant escape.
i live with 2 carers and i dont feel like i can talk to them cause they dont understand and keep telling me they dont want to see me in hospital again, which is fair enough but it made me worse knowing how dissapointed they would be if i did go back in.
right now im sitting here dosed up on lorazepam... with a burning weight on my chest .it feels like all my emotions have made me in physical pain because there are soo many of the them blabbering around.. and it hurts. 
next wednesdsy is my last session of therapy and my therapist has asked me to write her a letter about how its gone. 
personally i dont want to end therapy but as my reasons for keeping it arnt good enough i cant have any more sessions. fab. 
alone.
:cry:
i dont know how much longer i can go on... i really am loosing it here....
sometimes i find myself saying... i want to go home...
knowing inside that i havnt got one...:cry:
.....i dont know what to do.:blush:"
812,I hear voices and they are telepathic people who are talking to me. They say really nasty things and it stresses me out completely. I'm taking abilify tablets to help me fight the voices.
813,"I am due to see a psychotherapist very shortly and i cannot wait. My life is hell and i am struggling to keep it all together. My parents kicked me out aged 16 for running up a big phone bill. I was dumped in a hostel and life went completely downhill. Drugs (not much) ,prostitution, seeing horrific things, been raped by ex, 2 violent relationships, forced abortions, had miscarriages, been controlled and brain washed, been stalked, witnessed serious mental health issues in this poor lady,witnessed my brother getting his jaw broke,growing up with a unsupportive/no emotional showing parents, my mum been cruel to me, my brother forever bullying and saying ALOT of disgusting hurtful comments, my last boyfriend controlled me ,brainwashed me,bullied me,cheated on me over and over and over again, ive lost my dog... my mental health is all over the place. So bad i dont want to be around people or talk to people in person i have no problems on the internet. I have no interested in anything, barely sleep, barely eat, crying all the time, getting some horrific dark thoughts, i can't even stay in my own flat because of it haunts me the memorys i am trying to move i practically live with this boyfriend who i have been with for a year and half but i have issues with him now i just dont feel 100% about the relationship anymore, i am also struggling to accept his 2 children, the story and hell i have been through goes on and on and on not enough time to type it all up and it would take forever to read. this  above is only a brief part. my mental state is affected very badly. please share your story with me."
814,"Please make these flashbacks stop, I can't take them anymore.
There making me so sick and the feeling of being r*ped over and over makes me want to die."
815,"hey everyone,
when i was first admitted and no one really knew what was wrong with me:blush:, i was put straight on fluoxetine, and i ended up getting extremly suicidal, impulsive and anxious:scared:, so they then put me on sertraline and this did the same thing making me end up on a section 2 because i was really unwell:scared:. does anyone else get these side affects, or is it just me? and ambulance driver once said to me that he thinks its commen for people with ptsd so be allergic, but is he right?? :confused:
i am now on 100mg of questiapine a day and it sorta works for me but i think it needs to be increased just a little bit...
thankyou
Becky x"
816,"In situations of terror, people spontaneously seek their first source of  comfort and protection. Wounded soldiers and raped women cry for their  mothers or God. When this cry is not answered, the sense of basic trust  is shattered. Traumatized people feel utterly abandoned, utterly alone,  cast out of the human and divine systems of care and protection that  sustain life. Thereafter, a sense of alienation, of disconnection,  pervades every relationship, from the most intimate familial bonds to  the most abstract affiliations of community and religion.
Trauma and Recovery
Judith Herman

The causes of trauma have three things in common:
 

An External Cause
Violation
Loss of Control

 The effects of trauma are surprisingly commonplace. These include:
 

bewilderment and confusion, an inability to understand what is happening or why it happened
a strong sense of denial, an inability to convince yourself that the  experience was real; your denial is reinforced by the denial of those  around you and especially of people in authority
sleep problems including nightmares and waking early
flashbacks and replays which you are unable to switch off
impaired memory, forgetfulness, memory which is intermittent, especially of day-to-day trivial things
exaggerated startle response
a deep sense of betrayal
obsessiveness – the experience takes over your life, you can’t get it out of your mind
depression
excessive shame and guilt
undue fear
emotional numbness, an inability to feel love, hope, or joy
physical and mental paralysis at any reminder of the experience

 Tim Fields




Trauma is about broken connections. Connection is broken  with the body/self, family, friends, community, nature, and spirit,  perpetuating the downward spiral of traumatic dislocation. Healing  trauma is about restoring these connections.
 Peter Levine, Ph. D


After any major physical “insult,” as they call it, it’s  all too easy to see yourself as a collection of symptoms rather than as a  total human being, including your spirit — and thus to become your  illness. Fear is powerful and contagious.
 At first I allowed myself to catch it, worried that if I didn’t do  what the doctors ordered, I’d be sorry. But now I’m learning to take my  healing into my own hands. Healing, after all, is not the same  as curing; healing does not mean going back to the way things were  before, but rather allowing “what is now”.


Source -

http://bipolarblast.wordpress.com/2010/12/12/notesptsd/"
817,"Hi, i have just been diagnosed with PTSD via my councillor, as my sessions where about to end with her anyway she thought it would be a good idea not to start opening up with her but start fresh with a psychiatrist, i am waiting for him which might take a while.  For all these years i have kept all my childhood past in a corner of my mind and try not to think about it, although it is easier said than done, once i start with my new doc what can i expect, i am terrifed of thinking about my past and dread to think what will happen to me when i do start talking about it, reliving the experiances.  Do you think it it will make me worst before it get better.  Sometimes i think it may be a waste of time, it may not do any good, it may make me worst and not get any better.
Also i'm kinda hanging by a thread at the moment and not on any meds, i've been trying to keep off them but i do feel the need to go back on them.  Would taking meds interfere with my new session of would they make it more easy.  Any help would be appreciated"
818,"Argh, I havent been able to leave my house for two days because of these flashbacks. I'm feeling very jumpy which is triggering them of.
Please stop :-("
819,"I've been having triggers all day. I went out last night and this tosser got abit carried away, he wouldnt take no for an answer. He pinned me up against the wall he was pretty forceful with me, until the bouncers pulled him off and chucked him out. 
So now im left with having flashbacks all bloody day :-("
820,"I            dont really know where to post this. I have my own every day thoughts, like oh **** its morning i better get up. and when i get stressed or tired I get these parallel thoughts running along side of my own thoughts. now these other thoughts are either random rubbish or thoughts of harming myself or others. so far they remain totally separate but its driving me nuts. just a note. i have stopped one of my meds  as instructed by my pdoc, and reduced the dose of another. ANY IDEAS? my mh issues are depression, anxiety, panic disorder, .. ocd  and PTSD. thanks.:cry:"
821,"Hi. Has anyone been following the rather sensational news on PTSD and MDMA?
Dr M Mithoefer from Sth Carolina has some pretty revolutionary stuff to say about it. You can read the article on Times Online.
I have BPD and still have difficulty with unresolved PTSD because I can't 'debrief' the memories - they are so traumatic I just go into meltdown. It still affects me quite badly and though I have had good results from having Dialectical Behaviour Therapy, the PTSD remains. Read the article. I've spoken to my GP about it and he laughed in my face and said stuff about no one using PTSD as an excuse for getting MDMA out of him! Dick! I wasn't asking for it, and he wouldn't listen well enough to hear what I was saying.
Also, has anyone any experience of this system using eye movements to treat PTSD. Can't remember what it's called but it sounds whacky!:unsure:"
822,"Hi,
First post, i'm new here so hi! I've recently come to terms with the fact that I have some mental issues and want to try and resolve them, i've always been some what of a compulsive worrier but lately I seem be getting anxious/stressed about everything and sometimes i'll even realise i'm feeling this way about nothing at all, just have this feeling inside like i'm worried but no idea what about. I havn't been to my GP about it yet (although I think I might) but I believe it may be some kind of PTSD, let me set the scene for you

I am an IT technician, I worked really hard at school and college although I had a hard time with bullying etc and suffered low self esteem. I finished college and struggled to find a job working in IT, I spent a couple of years working in a miserable IT/customer service call centre before landing a great job with the local government probation service as an Assitant IT officer. I loved this job, worked hard at it and after a couple of years got promoted to lose the 'assistant' title. Along with this I started studying some more IT qualifications, got certified in Prince 2, ITIL and Microsoft Systems Administrator (server 2003). These are all good qualifications but at the same time, I was starting to find I was reaching the limit for development in my job. There was nowhere higher up for me to go so I started thinking about looking elsewhere for work. About this time there was a lot of talk of redundancy due to the recession etc and my bosses boss started talking about making big changes to the way the IT department was structured which could potentially mean my job would move to a different location, not something I wanted at all. I fell out with the guy because we had a severe difference of opinion in what was best for the organisation and started looking for work elsewhere. Out of the blue I got offered a job working for the Police (their IT is contracted out, it was these people i'd be working for). They sold it to me as a brilliant job but it did mean working shifts, a mix of nights and days. After much deliberation I went for an interview and was offered the position, this was about 18 months ago. I took the job and handed in my notice at my current place. Within a couple of days of starting the new job I realised i'd made a huge mistake. The shifts were 12 hours long, once i'd finished my training i'd be working alone (for the whole shift) and the shifts were a mix of days (7am-7pm) and nights (7pm-7am). I new about the shift pattern but I specifically asked before taking the jobs about who i'd be working with and they said it was a team of 5. The didnt tell me until I started that each of the team was on a different shift pattern and that only one worked at a time!. To top it all off the actual work was not what I wanted at all. It was boring non technical work, changing backup tapes, filling in spreadsheets, basically all the boring little bits that no one else wanted to do, add to that that on a night shift we were supposed to be installing updates on servers we had no idea what they did and then rebooting them, no one else was around so if something went wrong it was out neck on the line!!
Well, I quickly slumped into a depression, it was the middle of the recession and jobs were scarce, I started looking elsewhere but the job really got me down and I felt so trapped. I couldnt leave as I had bills to pay and I couldnt find another jobs because there was nothing around, plus this was having an adverse affect on my girlfriend whose mum had recently been diagnosed with terminal cancer and needed my support but wasnt getting it. This went on for about 3 months and then my girlfriend had enough and said she needed a break because I was driving her mad. I couldnt deal with this and had a breakdown. Luckily my mum was on hand to help me out and I decided to quit my job there and then, but I felt completely broken, I had lost everything and it was all my fault.
I then spent a few weeks unemployed, not knowing what to do with myself before finding some temporary work filing in an office. This was 18 months ago, and from an exterior perspective I seem to have made a full recovery. A few weeks after leaving the job my girlfriend moved back in, a few more weeks later after many painful interviews and application forms I got a well paid job working at the local hospital as an IT technician and everythings getting back to normal, except that I still feel somewhat broken inside mentally. I dont seem to have gotten over what happened and I still feel a little trapped at times, plus as I said at the beginning I seem to be feeling a lot of anxiety and dare I say it, depression. I realise that I am taking life to seriously and want to stop worrying to much and start relaxing more and enjoying myself more, but I am finding it hard to get rid of these feelings.
I am worried if I go to the doctor he may prescribe me something which I will get reliant upon, I dont really want to take any medication, i'd like to deal with this myself, but I am not sure how.
So... at the end of that rather long story, what advice can you give to help me get over this and get back to normal?"
823,I'm seriously struggling with these flashbacks I can't handle them anymore. I'm getting really worried bout what might happen if I can't get them to stop. I feel so alone :'(
824,"and I'm finding it hard to understand myself and what is going on in my head.

A few weeks ago I suffered a bad fall, knocking myself out and needed a paramedic. I was at work, and even now there is parts I don't remember. What I don't understand is why I don't remember and it's bothered me since it happened. I was carrying something, I don't remember what it was or what happened to it. I know that probably sounds really insignificant, but to me it has played on my mind a lot.

I haven't slept properly, I am jittery, very low, finding it hard to concentrate.

My meds have been upped, and my gp is wanting to see me weekly, but what else should I be doing. Will this just go away?

any help I will listen :("
825,"(i apologize now for this random rant of a thread)
hi again, i haven't posted here in some time. i got diagnosed with PTSD a few months back and have been in a nightmare rollercoaster of meds and doc mistakes. couple trips to the ER and they haven't been letting me work. (i'm a firefighter and an emt on the ambulance.)
not sure if this is the best treatment option but i've decided to move, i resigned from work today. where i live is really rural so there aren't many healthcare options available. and when the doc talked about sending me to the hospital i talked with my mom and some friends and they're moving me to another state, and to a city. i'll be with great friends (don't have many left here) and have access to more healthcare.
 i'm just posting this i guess because i'm scared about moving and trying to start all over again. i decided to take a break from emergency work for awhile and hope i can find some work with animals. i'm just scared so i needed to tell someone, anyone. my fire dept is being really great and doing what they can to help me move, but my ems job pretty much just waved goodbye :(
i cried so hard when i handed in my gear, i'm really going to miss the job but i know i can't get well here.
a quick breakdown of whats happened just this month is i was on zoloft and xanax, but the xanax was like crack and wasn't working at all so my GP took me off the xanax and i ended up in the ER the next night with a massive panic attack. they took me off the zoloft and put me on ativan, then my GP added lexapro. that just seemed to build and build until i was super suicidal and p-doc just made me stop the lexapro cold turkey last week. doubled my ativan and might try wellbutrin next week.
guess my ? is, does anyone know if wellbutrin works on PTSD? since i can't handle the SSRIs."
826,"Im sick of feeling trapped in this cycle nothing goes right for long. I've had enough of pretending everythings okay just to get people of my back. 
I wish I could disappear for awhile :-("
827,"If i can explain this in a way anyone can understand, it'll be a miracle. 
My mum died three months ago so i had to move to live with my Auntie, Uncle and Cousin on the opposite side of the country, leave my amazing friends, change schools halfway through my GCSEs, all of it. At the time, none of it seemed very daunting. My mum had been an alcoholic all my life so i was used to some pretty crap times. I cried, got over it, moved, caught up with the work, settled into school and found a great friend in my cousin who I've always got on with. 
Then a few weeks ago i was struck with this horrible realisation of death, and it messed me up for a good while. I was five when I first realised i was going to die but it hasn't really struck me since, up 'til then. I felt sick every time i thought about it and i couldn't get over it. I've always thought too much but that put my entire life in an awful perspective and i couldn't bring myself to just think about the present and enjoy life, which is sad because I've always lived by the motto ""Live for now"". 
Although I've stopped thinking about death so much now, I've pretty much stopped thinking about everything else too. It's hard to explain. I live my life, i react how i would normally and i think about everything and i know what's going on, nothing has physically changed. However it's like, when i think about it, it's almost as if I'm not really there, as though it's not happening to me. To put it weirdly, it's as if I'm a consciousness that's just observing a lifetime happening. It could be that subconsciously I'm in denial that all this crap's happened, but I really do want to get back to how i was - completely content with my life and who i am, and enjoying every minute of it. I have a lot to live for and i feel I'm wasting my life by ... not being in it. 
If you have any ideas to help me get over this, I'd appreciate them. Just to let you know, I've already talked this over with someone (who, incidentally, suggested i put it on here) and I'm not going to a GP, as it is my mind and they won't be able to do anything different apart from give me pills which i won't take. Anyway, if you could be bothered reading all this, thanks. (: ."
828,"i can't handle my (former?) counselor contacting me...  what is wrong with me?

I had two counselors.  One I did a DBT group and worked on DBT skills with that I have seen on and off for several years.  I need to have a “primary therapist” in order to the DBT stuff.  After much searching I found a “primary therapist” that was willing to see me, seemed to be a good fit, and that my insurance would pay for.    

Right now, I am almost to the point of cutting off all contact.  And yet I want to go back to the counseling that was so helpful…   but I can’t seem to keep any good boundaries  with her and feel so invaded by her… and abandoned too…  and I can’t take her messages anymore…  to the point where I actually somewhat irrationally thought of getting a restraining order.   First time in my life I have actually really felt and acted like – “I hate you, don’t leave me.”

I’m pretty sure there is another better way to handle it. 

I started seeing in her (I’ll just call her “primary T” and the other DBT therapist the “DBT T”) in March of 2009, twice a week, two regular times – she required twice a week, two regular times, and I was fine with it.  I haven’t seen her in person since beginning of December 2009.   

The therapy with primary T was very helpful.  Not perfect, there were some things that were weird and not so helpful, but some parts of it really were key things that helped me change my own life a lot.

At first she felt it was a good idea and fine for me to text and call her in between sessions.  She kept encouraging it.  And that was helpful for me, at first... 

But in the fall, I realized I didn’t think it was a good thing to keep up.  I don’t know why, it just began to feel weird.   Like it was like too much contact, and I was beginning to rely on it too much.  So I told her I didn’t want to communicate anything over text except for scheduling.   I said maybe we could have email as a replacement.  I asked if I could just send email about things I was processing through and then we could talk about them in therapy sessions.  I had a friend in counseling struggling with similar problems and she did that with her counselor.  There were some things my counselor really was pushing me to talk with her about that I couldn’t seem to do without crying and coming emotionally undone.  I figured I could email her about those things though and start processing it that way – and maybe it would be easier to talk about in the session.   

I was leary of communicating over email, not wanting to take up the counselor’s time, nor wanting anything I emailed to be taken as like the final thing – I was admant about how anything she or I emailed about would just be “in process.”   She was very supportive of me emailing her...

At first, it worked very well.  It seemed to “break the ice” on the tough trauma related subjects she wanted me to tell her about and made it easier to talk in sessions.   She didn’t email back much outside of sessions, and I really actually preferred it that way.  

But then things shifted…  I’m still processing through what happened, what changed… 

She started emailing and texting me.   She still didn’t really respond much to what I was emailing her.   

I don’t know how to summarize the kinds of things she would email or text - but the information and things she would text and email seemed so drastic, confusing, and came with huge consequences – and I had no way to dialogue with her about them, ask questions for clarification before she would act negatively about me not doing what she had communicated in the email or text.   

She would often say that unless I do XYZ within a short amount of time, she would cancel all future appointments until I did the requested thing or sent the requested response.   Sometimes she would threaten to just terminate therapy if I didn’t do it in time.   (triggering all kinds of abandonment fears that I didn’t even know I had this intensely.)

It got to the point that anytime I got any text with her name on it, I would start to panic before I even read it.   Sometimes she would email, then moments later she would call and text (both) saying I needed to check my email right away.   

I soon told her I needed no more communication between appointments except for scheduling.  No emails, no texts, no phone calls.  It needed to all be saved for in-person therapy sessions.   

I would get very upset and dyregulated about them...yet at the same time, the in-person therapy sessions all still went very well.   She kept saying over and over about how SHE FELT therapy sessions were going very well too – and she would even repeatedly comment about how this was surprising her in light of how poorly I was handling the VERY SAME matters when she texted and emailed about them outside of therapy sessions.  

she just kept texting and emailing... and I kept saying pls stop... 

Then November on a Friday night, she called and canceled therapy appointments, and emailed a “notice” of “limits of therapy” that indicated she would immediately terminate if I did not meet the requirements in the notice.   It included being required to respond to all messages from her within 24 hours.  

She said she would meet with me again, only after she and I met with the DBT T.   She said the purpose of that meeting was for me to tell her what my concern about her was that I was “not telling her” but had told the DBT T.   The only concern I expressed to the DBT T was how I was not handling her texts and emails well and wanted advice how to not get so upset about it.  The DBT T was great…  and it was all stuff I told the primary T, many times over.  

But the primary T felt it had to be something else and that whatever concern I was saying to the DBT T was the very reason why “the therapy was not working” and I needed to talk with her about it, and clearly I was comfortable enough to tell the DBT T.  So at the meeting the DBT T and I explained, no, it was just me asking her how to stay contained about the emails and texts that I had told her I didn’t want and couldn’t handle… 

I have no idea why she felt the therapy was not working back then!!!  It was.  So I told the primary T all the things that did work about therapy and were helpful.   At the end, she said I did a great job and the info was helpful and we would have appointments again. 

She briefly went over her “requirements.”   I told her that some of the “requirements” I just could not do and felt very invasive.  When we were with the DBT counselor, the primary therapist was very workable and cool with things.  She said we could meet again, just her and I, and talk about what we both needed to make the therapy work and revise it and come up with a “contract.”  

I explained I needed some time to think about her “requirements in therapy” and that I actually thought a contract was a great idea – one that we would BOTH sign.   So we met.   Just before the second appointment (post meeting with the DBT T) she texted on a Sunday afternoon and said she would not see me at my normal Monday appointment time unless I faxed her by 5pm that night a signed contract to her.    Before she had said I had 4 weeks to come up with a final version... and no explaination for the change in deadline. 

I didn’t even know quite what she wanted in the “contract”…  So I emailed her a draft and she responded that it wasn’t sufficient.  No specifics of what was a problem with it.   I came up with a “temporary” contract with the changed terms about all communication outside of therapy sessions being only about scheduling and not having to respond within 24 hours.    
I changed it to include that it would be revised in two weeks after I had more time to think about it.   

Everything else was the same as she had listed on her requirements.  She said it was acceptable.   

She and I signed it had two great appointments after that.  She said at the end of all the appointments that it went very well and I did a good job.  The last appointment with was the first Thursday in December.   Then the next Sunday night, three days later, she called me at 9:30pm.   She said she was canceling my regular appointment time the next day (on Monday) and she was not rescheduling at this time and then she hung up before I could say a word. 

I can’t even begin to talk about what has happened since then.    

To say the least, she continues to text and email and leave voicemails about anything BUT scheduling.

I have not seen her since then, she has not followed through on re-scheduling, and she won’t say she has terminated.  She got angry when I told my insurance she did.   She won’t stop texting and emailing me, and even calling (usually just saying to check my email or respond to her text right away.) 

My insurance won’t cover anyone else because she has not terminated, and because she keeps telling them she will see me once I meet her requirements…  of which I have no idea what they are anymore.    SO the insurance says you need to just do what she wants... 

And she keeps emailing and texting and calling… But no actual conversation.  I keep pleading her to stop emailing / texting /calling until we meet - she said we would meet with the DBT T in December, then it was post-poned, then twice a time was set up in Jan, then Feb 4, now she has moved it to Feb 26.   

So I respond to all her messages with ""ok, well I will respond to all her emails and requirements when we meet.""  

Now she says she will terminate if I don't meet them, and ASAP, and they keep changing.  And I don't know what I need to do.   
Ugh, I have rambled on too much.   The last two weeks it has gotten so bad I have been at my wits end.  

I want to just tell her and my insurance bug off.  I want to just end it all… 
But I’m thinking there has to be something better…

any ideas?  feedback?  anything?

what is wrong with me?"
829,"Hi, new member here, hello.

I've joined on behalf of my missus, who I'm desperate to try and get help for. It sounds perhaps strange, so I'd better explain.

My woman is 22, I've been with her for the past 4 years and she suffered sexual abuse around 10 years ago. She never received counselling or anything following the incident and spent a number of years going off the rails, taking drugs etc during her teens, most likely spurred on by the fact she's had no way of coping with the trauma.

When I met her she was bubbly, cheerful and although unhappy with the things most women seem to be with themselves she'd reached a point where keeping busy and distracting herself from quiet moments alone meant there was only the odd occasion where she'd break down, and even then it was briefly. However, it's obvious to us that from that period up to now that the feelings & fears in her head were still there, just disguised or repressed. When she moved cities (40 miles distance) to move in with me a number of months after we met, she had anxiety grow from mild, to having bad days, to what it is now. Other symptoms kicked in and her current state is the worst and most worrying I've ever seen.

She can't leave the house. She's left the house around 20 times in the past 2 and a half years. Panic kicks in massively even by going into the garden or sometimes just looking out of the window, and she feels bad stomach cramps, palputations and / or that she's going to have an accident instantly. The times where she has gone out (just up the road to the shops quickly) is when she's been lucky really, a mixture of things going right for her.

She's had 3 mental health advisors and 2 private therapists come to see her at the house. The advisors had to be repeatedly requested for as they seemed so reluctant to do home visits. Two of them visited once, the other 3 times and briefly too, before declaring her supervisor won't allow home visits now. The therapists were costly, one being really unhelpful and the other ignoring her request to move an appointment date as her anxiety was terrible (the thought of people coming to the house has a horrible effect, but she knows it's the only thing that can help) and she never got in touch again or answered a call. Any kind of help she requests now involves them telling her she has to help herself, whether it to be to one of the 7 doctors she's tried now, NHS Direct (sometimes a panic attack or her depression leads to this), mental health centres (she's been on a waiting list for years) or whatever else.

For a few years in her late teens she was on 3 different anti-depressants prescribed by different doctors which with no doubt in mind at all made the situation worse, she was suidical and deeply unpredictable. Since off them she's sworn never to take any again.

We're in a remote part of the city we live in and took the house because there was nothing else, she was on edge in her hometown due to bad events and we just wanted to be together. However, my parents here are elderly and often ill with little means of getting around, her parents are miles away with little means of getting around. One works full time and is tired at night & weekends, the other is on DLA following a long-term illness and recent operation. We've no friends because we spend so much time together trying to battle the problem. Books, videos, all self-help techniques she can get her heads around, she tries really hard. I left work in March 2008 as her condition was so bad I couldn't leave her, she was in a terrible state and she felt incapable to look after our young son properly. Looking back, that period was miles better than this. We're on low income, she only qualifies for the low-rate DLA and Income Support, and I can't qualify for Carer's Allowance. I basically get nothing, but manage the money as I can't let her deal with the stress of dates of payments and low balances etc. We've been looking for a house to rent near my parents for 2 years, but it's a desirable, expensive area. Not many people consider housing benefit.

The local council housing scheme has offered nothing. Attempts to get priority even on the low level so we can be near 4 different family members have been turned down because ""we feel your partner is enough help for you"". I try my best but there's many things I've tried to help her with and failed, knowing it has to be someone experienced & neutral. I'm depressed myself, pretty much to current events, but then what will the doctors offer me? Yeah, I can imagine, the same stuff she quite rightly refuses to take.

She's getting knocked back by so many things whether it be doctors, advisors, therapists who don't want to come out. DLA officers who question her like she's a criminal, turn her down when she asks for advice. Housing offices refusing us due to DSS or just having nothing available. Our private landlord has not liked us being on DSS since I started caring for her full-time and even though she's had rent on time and no house damage etc she served us a repossession order last month and we need to be out within 3 weeks of today. The council said they'd help but then withdrew the offer when they required my missus to travel 2 miles to their department to drop papers in in person... I haven't got a car or anything by the way but she wouldn't cope anyway.

Add all this to the constant anxiety, panic, the clastrophobia she has in the house and the agoraphobia she has whenever outside, the Irritable Bowel Syndrome she has and the zero support she receives, and what you get is pretty much a ticking bomb of anger, panic & upset. The slightest thing will set her off such as not being able to find a household item. She'll feel so frustrated and worthless and the walls cave in, bringing everything up again and another breakdown ensues. I used to be shocked when thinking of how she has breakdowns pretty much daily but I'm not now, it's common for 2 or 3 a day. She can't relax when the lad is at school or in bed, and she's can't sleep due to the worry. She'll pass out from overthought at 4 or 5am, I'll wake with the young lad at 6 or 7am when he wakes me. Then she'll wake around 12pm, maybe 1 or 2pm and then by night I'll pass out 2am trying to distract her and she'll not sleep til 4 or 5am, and the cycle has been like that for months. 

I'm really sorry for probably going into too much detail by far, I guess I'm guilty of being used to having no-one to talk to except her, like she is with me and long-distance phone calls to tired family. Just needed to let it out and hope perhaps there's someone who offer advice on how to deal with medical professionals such as docs, therapists, maybe things to say that work? She's considered rehab but they say ""only if you're suicidal"". She's not that again, yet. But she does scratch herself rather deep on the arms and legs without knowing whilst she's panicking. 

Really feel like there's nowhere to turn in terms of getting her the help she so badly needs, I'm disgusted at her being told each week by some barnpot down the phone, ""Well, you DO have to put some effort in you know"". If only they could see the upset that causes.

Thanks if you did read this, and even more so if you reply."
830,"i had my second session with my psychologist today and she said that i have PTSD. this is an addition to all my other diagnoses. phew. i feel a sense of releif, but where do i go from here? i havent told any one about this cos they will want some detailes which i want to keep to myself. just wanted to get that off my chest."
