,0
422,"Hi people.  I don't know if I'm in the right place, but here goes, perhaps you can show me where to go if I need to be somewhere else.My partner has CPTSD, due to neglect and abuse from her mother during her childhood.  I have supported her journey of recovery since we got together two years ago, although it has been a rocky road, and its only in the last three months that my partner has become aware and comfortable with self identifying as CPTSD.My problem is my boundaries - i feel like I don't have any, that they are walked over continuously.  I arrange my life to make sure she feels safe and in control, which means not going out on my own, not developing relationships with work colleagues, and most significantly dealing with her rages and being 'frozen out' when she's in fight/flight (reliving her trauma).  I recognise that I have my own issues of people pleasing and avoiding conflict, so we are a perfect match (sarcasm!).It's just reached the point where I am thinking of moving out as I don't know how to protect myself any more.  But I have become really close with her two children, and I don't want to see them hurt or abandoned by me.  We are in therapy, and I want to continue this, but how do I step in and say 'I need boundaries' without her feeling out of control/shame, and pushing me even further away?If there's a 'partners of those with CPTSD' forum, please direct me, because I really need help.Thanks,Dave x"
423,"Hey Dave! People pleasing is a hard habit to break, and I think it requires alot of awareness in situations. Being aware of your own reactions to situations, aware of what you really want to get out of the situation, be aware of how you can get your own needs met - and of course room to explore these different aspects. There's a few skills that I've learned in DBT (dilectic behavioral therapy) that might be helpful to you. I'll just list them down below here. First there's a script you can use, it takes a lot of practice (I'm still practicing) to be able to do it. But it's a script that allows you to ask for something, or voice your opinion. I think this one would be quite helpful in relations to your partner and voicing your concerns that you too do need boundaries. Or you need to be allowed to go out and be with friends and similar: - Describe what the problem is you want to bring up. And use it with clear language. ""I want to talk to you about my need to go out bowling every second saturday""  - Express how this is important to you, tell her your feelings. ""This is important to me, because I feel that it would help me relieve my stress."" - Assert. Don't beat around the bush, be clear about what it is that you feel and think.  - Reinforce : Explain how this will benefit the both of you. Focus on the positive aspects if possible.  - Mindful: Don't get distracted and allow the conversation to change focus. Stay firm on the topic, repeat if nesseccery the original problem and how it makes you feel without accusing her of anything.  - Appear Confident: Be sure of what it is you want. Try to avoid saying sentences like ""maybe it's not a good idea..."" which will make it possible for them to convince you that you don't need it. Use your body language relaxed but persuasive - don't crouch away. Keep eye contact.  - Negotiate: Be willing to compromise, the most important part is to find a sollution that works for both sides. Don't put the entire responsibility of the problem onto yourself, but ask for alternative sollutions ""If you feel Saturday is a bad day, maybe Tuesday after work is better, what do you think?"" or ""How do you think we should solve this problem?"" I'm suggesting this one in particular because it can help you set boundaries with people as well. To say no, or inform that the situation isn't working out for you, and together you'll have to find a different sollution. It's hard, I don't manage to do all the steps. But the first two ones are my favourite. Another skill is the skill called STOP. It has 4 steps. And is handy in the middle of a confrontation or a fight, where you feel you're losing control over what you're actually saying. 1. Stop. Don't react, don't move. You're emotions are attempting to control you. 2. Take a step backwards: Take a break from the argument, breathe. You could say ""I just need a moment."" ""Give me a moment to think on this""3. Observe: Notice what's happening around you and inside of you. What is the situation? What is your thoughts and emotions? What's the other person really saying? What's the facts here?4. Plan with mindfulness: Decide what to do, what you can bear in mind both to your own thoughts and emotions and others. What is your goal in this situation? What can you do to improve the situation? And the last tip is simply to ask for more time when considering something rather than saying yes straight away. I also struggle with setting boundaries. It's really hard to practice saying no. And finding out when I actually can say No without damaging the relationship I have to others, and when Yes is okay. And when I can say yes, but need to change the timetable. I'm suggesting this because it does seem like a part of you want to keep being in a relationship with your partner, and maybe talking it over with her before you make any desicion might be smart. Just remember to have these conversations when both of you aren't highly emotional. When activated and highly emotional it is difficult to think straight. Other than that, I just want to say welcome to the forum. And I hope you can find some help and guidance here!"
424,"Hello there, Dave Moonwood, and welcome to the forum! Where you've posted is fine, although if you want to start a thread in the Welcome section you may get more views. http://outofthefog.net/C-PTSD/forum/index.php?board=10.0Do you suppose your current couple's therapist could help you two come up with a plan for when you feel a boundary has been crossed? Your boundaries are every bit as important as hers! And in fact, having your boundaries trampled time and time again can be CPTSD-inducing and damage our ""capacity for self-care"" - http://www.new-synapse.com/aps/wordpress/?p=1911I hope you find lots of support and information here. Thanks for joining!"
425,"Thank you so much, there's a lot of really helpful stuff there.  And thanks for welcoming me, that means a lot.  It's good to be here.  Dave"
426,"It's so strange to be in the position of the ""listener"" or ""witness"" to an other's pain.  It is especially difficult when you're unsure how much of your own experience to share.  In my job, I came to meet a young gal whose family is completely dysfunctional.  She was in inpatient treatment and is now in outpatient treatment--all while trying to finish high school.  On the one hand, it's so cool to see a young person with so much insight and understanding in regard to the dysfunctional system she's imprisoned by.  As awful as it is, I can see how she's used it to empower herself.  On the other hand, it's so very painful not to be able to affect change.  It's so difficult to witness the pain of an other who simply wants to experience the unconditional love of a parent, but gets nothing but criticism, lack of support, and false accusations.   My heart hurts for this girl.  Yet, I can't help but be impressed by the fierceness of her Spirit.  She amazes me.  But I worry that I will not be able to show HER that fierceness within her and let her really, deeply know her own power.  I so desire to somehow let her see that energy, that power that will take her so very far beyond from where she came."
427,"kat, i think just by working  with her you're showing her a lot.  if a situation presents itself as a lead-in to some personal revealing that you feel comfortable with, i think you'll know it.  the fact that you're concerned about it tells me that you're a wonderful role model for her - your own compassion, determination, grit, and caring will shine through.it's the best to see young people make their way out, and what a wonderful feeling to be able to help them do so.  big hug!!!"
428,"Don't underestemate the power of support.  Just being there is a huge validation of a person's worth.  It is wonderful that she is in an outpatient program with professionals that can help her learn the only person she can change is herself.  When I was in high school, I was removed from my home.  I had one teacher who was super supportive.  She didn't try to fix anything, she never claimed to be able to change the situation, but she was there for me.  To this day I am filled with love when I think of her.  She would listen to me, give me hugs, and validate me.  That was irreplaceable."
429,"It almost sounds like you want so much to validate her, but are yourself afraid you might be misunderstood. So it feels like a stretch. Maybe you could still reach out, though? The chances are both of you would benefit from sharing what is so hard to come by in this world--human compassion.She may indeed be as strong as you indicate, but strength needs a boost now and then, too; or it weakens entirely and hope goes out the window. I'm not implying your expressing support more directly would be the precise boost she needs, but on the other hand if you didn't and it was obvious she needed help 'after the fact' it might have a boomerang effect on your own feelings. I've been on both sides of this--desperately needing someone to help in even the smallest way and also regretting not having done what I could for someone else (partly due to my fear that what I could offer was never good enough).I don't know; I'm not in the situation, or know what steps you can take to get to her. But strong as she appears, she could be craving that someone like yourself can be there for and with her, and in turn she might be able to help you."
430,"Listening, paraphrasing and validating make a huge difference, Kat.  Good for you!"
431,"I feel so alone. I can't stand it! I'm estranged from my parents and sister because of family violence and my mother not protecting me but staying with my father. I had a longterm psychologist who I adored and she was the first person I began to trust and then she hurt me emotionally, really badly. I have a big wall up all the time and trust terrifies me. I feel SO alone and have so much fear, grief and anger inside me but I have been so hurt by people that I'm terrified of them and at the same time I need them so much. Its a catch 22. I need help! I'm not working cos of the CPTSD. I worked my * off through my twenties and thirties. Now everything has fallen apart. I'm in financial hardship with no safety net, no one to help me. The world is a really frightening and mean place."
432,"I can relate. The world can indeed be frightening. You say you worked your * off thru your twenties and thirties, so I take it your CPTSD symptoms didn't get crippling until after your thirties. Is there some way you can get back to the emotional condition you were in back then? Please forgive me for being so blunt, but it seems to me you are really stuck and unless you can reach out for more help and accept it, you will remain stuck. If you're too afraid of people, can you read a book, for example anything by Pete Walker?  http://pete-walker.comPlease believe that I care about you."
433,"Three Roses, I've just been incredibly hurt by the one person I was learning to trust and who I reached out to for help. So unfortunately its not as simple as 'reach out for more help and accept it'. Also as is well known with CPTSD, being able to accept help and feel supported by people can be impossible for some people. When I was working so hard in my 20's and 30's I was surviving and very disconnected from my emotions. That is not a place I want to return to. I'm trying to avoid being disconnected to my feelings and returning to work too soon would only add to my issues. Thanks for noticing I am stuck. Indeed I am, but just telling me to reach out and accept help.....is not helpful. I have been reaching out so much over the last 2 years and continue to do so. I reach out on here and accept the support I'm offered. What does help, is compassion, understanding, kindness and encouragement, not judgement."
434,"Please forgive my inability to adequately express what I mean. I usually have a rough time with language, being a visual thinker. Hard to translate at times. I know all about being stuck. I am there currently. A friend finally convinced me to find a new therapist. All the others had hurt or been less than unhelpful. One told me all my problems were because I wasn't agreeable enough. Another one didn't believe me about the severity of abuse I'd been thru. One thought if my husband and I spent time hugging every day in a non sexual manner, that would cure me. This therapist is about my 9th one. I do have trouble opening up to him but I find that when I do, when I work on looking at things the way he suggests, it is helping. "
435," What is it that you feel you need right now, right here?  How can we help?  I've been working with the same therapist for over a decade now.  If she did the same thing to me that you psychologist did to you, I don't know how I would cope.  I would be devastated for sure.  I can't even imagine what it's like for you.  I have to believe, though, that it will somehow get better for  you.  I can't accept that this would somehow be it and that you'd be left to suffer alone.  Right now you're not ready to try a new therapist which is completely understandable, but could you at least leave a space open in your heart and mind for that possibility at some time in the future?  The world is a really frightening and mean place, and it is also a beautiful, merciful place.  I understand if you can't believe that right now.  I truly hope you find some relief from the pain and that the connections you are making here are helpful and ease the loneliness a bit.  I'd love to give you a big hug if you'd like it..."
436,"Hi Kat, thanks for your post. I dreamt about her last night. It hurts more than I can feel on my own. Its like my heart is being crushed and I can't breathe. Its too painful. I honestly don't know what to do. I've tried so many other psychologists here and either they reject me or theres something really off about them and they are not safe. I need my psychologist back but she's behaving so badly. I can't force her to talk to me. We became really close, under her guidance and then when I started to disagree with her about things and assert my own ideas she didn't like that at all. She gave me the love I never had from my mum but have desperately craved my whole life. I need HER. It was an unsafe termination of therapy and I am absolutely devastated and I need help! I am alone and I don't know what to do!!!"
437,"Hi Deb - I am so sorry for what you went through with your T.  I may have already mentioned this in another thread in response to one of your other posts about this, but just in case I didn't there is an organization called ""Surviving Therapist Abuse"" that you could contact and perhaps find out what if anything can/should be done (e.g., report the T, find help for yourself). Here's the link - http://www.survivingtherapistabuse.com/.Kizzie"
438,"Hi Kizzie,Thanks for that link, I appreciate it. I don't think you'd mentioned it before. I'll have a look. At the moment, I am not ready to do that, I need more support and stability within myself first before I face what would be a very painful and distressing process.Deb"
439,"Hi Deb, so sorry to hear everything is so hard for you at the moment. Even breathing seems to hurt doesn't it? Just take it one moment at a time because you are worth it.Lingurine"
440,"If you had/have a nm, did you find a nurturing, warm figure elsewhere? "
441,I never had one.  It sounds like a beautiful thing.
442,"At the direction of another book i read many years ago (Adult Children of Abusive Parents by Stephen Farmer), I created an internal mother. you can choose any one to make into an internal mother or father, but for the image I chose my actual mother, and how she would have been if she'd not had any damage in her own life. The book is from 1990 but it's still relevant and useful. https://www.amazon.com/Adult-Children-Abusive-Parents-Emotionally/dp/0345363884  There are used copies for as little as just over $1. "
443,"I think my M might have been BPD, Witch type rather than NPD. But pretty messed up and not able to parent well anyway. There were other women in my life when I was growing up who were willing/able to give me some of what I was missing. But they weren't always that healthy either. That's the downside. e.g. maternal GM might even have been NPD herself, but I didn't suffer under her the way my M did. The whole family dynamic did though. My other GM tried to help me a lot e.g. to believe in myself, but I was too far gone by the time she tried for it to help much. Also both she and a great-aunt who helped me later when I was a young adult were both of the opinion that they knew when my problems were over and that I was to forget about them, get over them, 'throw them out' and get on with life. Well, they were just plain wrong. But it took me a long time to really believe that my own opinion held more sway in that regard. So I went from over-dependence on parents to over-dependence on other family members without learning about my own opinions and learning to trust them. If that makes sense. Maybe I wouldn't have survived at all without these three women in my life, but it wasn't exactly perfect either. I feel as if I'm babbling a bit or not writing quite on topic. "
444,"Quote from: Sunrise on August 17, 2017, 06:41:05 AMIf you had/have a nm, did you find a nurturing, warm figure elsewhere? As an adult I spontaneously found three. They were all very different women.At 23 I found number one.  I still had LC with my mother.  Number one was a deeply spiritual person -- she'd had a NDE before we met -- AND I once showed up to her place to find her naked on the floor with a whisky bottle at her side, headphones on and singing dreadfully.  What can I say? She was brilliant.  Why?  Because she loved me.  She told it like it was, brilliant feedback, but the hardest things didn't feel like criticism.  Lots of hugs.  She was my mother's age. She told me she considered me her daughter.At 30 I moved in next door to number two.  I'd moved as far from FOO as I could without actually leaving the country but still had phone and mail contacts, and visited their town in my holidays.  Number two had a blind spot about me.  I could do no wrong.  She was my biggest fan.   What can I say? She was brilliant.  Why?  Because she loved me. Hugs whenever something went wrong for me. She had about a full decade on my mother. She told me she considered me her daughter.At 41 I met number three.  Technically I was NC with mother as well as on the other side of the world.  She stopped me on the street because I was carrying a box, to enquire whether I knew anything about her missing tortoises.  In the box I had a tortoise I'd just bought -- from a pet shop, not some rogue in a pub.  Her tortoises had been stolen and she knew it.  I was editor of the local paper so the story + photo of said tortoises made the front page.   They were never recovered, but number three and I remained friends due to common interest.  She had no children and wasn't the hugging type.  She was so earnest she was funny. Neither she nor I would ever have said ""I love you"", but it was there anyway.  She too was older than my mother.Two and three are both dead but still loved and talked to, in my head.  Regrettably, number one and I lost contact when I was 58, ie. 35 years after we met.   We were both in bad shape at the time and we both changed addresses.  Because of the way she was, I believe she would have found me if she was still alive.  As it is, I expect her to appear to me when the time is right.Thank you, Sunrise, for this question.  "
445,"This post has been moved from Blueberry's Loyalty thread. I set out to demonstrate that I understood her situation -- and discovered I had a lot to get off my chest. How come I have no FOO and precious few extended family members? Here's why:Mother and one sister smear-campaign pre-emptively, ie. telling whoppers to anyone they think I might talk to about them. As one hideous example out of many, I reconnected with an aunt (Mother's sister) when I returned to my birthplace from Australia. Blow me, almost the first thing out of Aunt's mouth was: ""[Mother] doesn't know why you're not talking to them. She thinks it's because they took you out of [the school I attended in England until we migrated].""I was floored. Speechless. Flabbergasted.I had gone NC with Mother (and by extension, my dad) right after The Most Horrible Event -- the so-called 'mediation' that turned my hair white in a matter of weeks. There'd been no mention that day of our migration 22 years earlier, much less of my old school. Migration was indeed a traumatic time for me, losing familiar town, extended family, friends, pets... but even at 13 I knew it was what my father considered best for the family. Desperately homesick as I was, I never made a murmur about something my parents, my elder sister and I were all going through at the same time. In order to preserve her reputation, Mother had chosen to make me look like a petty, grudge-holding, spoiled brat. I was over 40 and had a good career when, having heard I was going back to the town where Aunt lived, she came up with this 'theory'. The Most Horrible Event had occurred when I was 35. I can still get steamed up   knowing this kind of thing has been spread around the extended family -- and that they believe it. Of course they do. Mother started letting them know I was ""difficult"" before I could speak. Poor Mother, she's had so much to contend with, and all of it came from me.I've never once talked smack about any family member. I've never defended myself. After Aunt's bombshell I said: ""Mother knows exactly what she did"" and left it at that. It was a miracle I could say anything at all.I'm convinced nothing I can say or do will redeem this caricature of me in the minds of extended family members.  The mircale is I no longer care. Fawning is horrible, makes matters worse. I no longer approach them, but if they approach me they get the current version: largely healed since NC with all FOO. It wouldn't have been my choice, but that's how it is -- and I now see it was a good thing. All three of my siblings came to me when they hit a crisis Elder Sis was first, and I can see I was the only person she could have come to. As teenagers we were best friends as well as sisters, and I know there's still a lot of love between us. She abandoned me for her own mental health when I was at my lowest ebb.Younger Sis was next. She cost me time off work and money I couldn't afford, then dumped me as soon as her trouble was sorted out. Her subsequent collaboration with Mother led to my first psych hospital admission.  (She managed the second on her own, and via the internet.)GCbro came last. He was still living with our parents and I was at the other end of Australia. I'd flown to their city for his 21st party, after which he told me he was gay. For about a year afterwards I put two letters (no email back then) in each envelope to him: one he could show Mother (because he had to ) and one acknowledging his excitement over each new potential mate he was meeting. ""The two clever ones"" had a great relationship until my last contact with him, which hurt and saddened me. I had the gall to say so in writing, and he promptly dropped me as well,Where I am todayIt's taken me a very long time to deal with this, squirming when new contacts want to know about family. I know how to handle that now. I know where all FOO members are and, broadly speaking, what they're doing. Most people stop at that. If it goes further, I'm happy to say I haven't seen Whoever for years. The final line, if necessary, is ""I'm not comfortable talking about this"" -- and I can sit through the silence that follows. Anyone who pushed the point would be crossing the line into the red zone; hasn't happened yet and seems unlikely, but would definitely and the friendship.Sticking to the facts is the key.I've always loved all my FOO members and I always will.  Dad is gone. He was more of a support to me than the others knew. Mother and Younger Sis ... I can genuinely wish them well now with the hideous problems they have.  No longer any anger whatsoever towards ElderSis and GCbro. I was homeless, jobless and entirely on my own when they stopped contacting me, and I went into the too-hard basket. After all, they grew up in the same dysfunctional family as I did.This sounds sad, but isn't. I can love from a distance and it feels so much better than the grief and rage I carried for so long. I still get sad and angry, but I can self-soothe out of it. Distance is another major key. I needed a lot of geographical distance, was always on the run and made a mess of people's address books (they told me so). I don't let myself dwell on the harm that did to career, finances and relationships; I had a lot of adventures. Getting right away from FOO helped a lot, but a far bigger factor was distancing them in my head. If there's any interest in that I'll elaborate, but this post is already too long.Pre-emptive smear campaigning started early for a lot of us, and I know how damned hard it is to shut it out while we're struggling with self-esteem.  I want people to know it isn't the life sentence it seems. "
446,Words fail me so 
447,"Thanks, Three Roses.  A post of yours about your niece (?) helped me articulate the 'loving from a distance' bit. "
448,"Hi Candid,I was interested to read your thread, and glad you put it in a thread of its own, so you could do it justice. You mentioned that if there was any interest in how you managed to 'distance them in your head' that you'd elaborate - I would be interested to know how you did that, because I find that I ruminate all too often about my FOO, and often 'can't distance them in my head'.  So if you're still ok to write more, I'd be interested to hear how you have tackled that part.  Thanks in advance  But for me, the frequency and amount of time spent ruminating has got better over time, so I guess it is better than it was.Hope  "
449,"Hi Hope,I did something today in therapy which stopped the ruminations right away. I don't do EMDR, I put emotions, memories etc on a screen. Well, today T suggested that I put the words and voice of one of my abusers on the screen. Lo and behold, the disturbing sentence disappeared and I was left looking at an old woman who has no relevance in the particular issue whatsoever! I don't think my T had been expecting such a big and quick change, but it worked! Don't know if that makes sense to you.Maybe Candid can tell us more. "
450,"Hi Blueberry,That makes sense, and thanks for that suggestion - I shall certainly try it out.  Thank you!  Glad it helped you - and was such a quick effect.Hope  "
451,"Quote from: Hope66 on August 15, 2017, 02:43:47 PMBut for me, the frequency and amount of time spent ruminating has got better over time, so I guess it is better than it was.  It took decades for me, Hope. It's only in the past couple of years that I realised I needed to get them out of my head.  It's not that we forget what went on or stop thinking about them -- witness my posts here -- but that we've challenged what they said about us, and we realise that because of their own thoughts about us, they will never know Who We Are.  That's their loss, right?  Thinking about them is fine. Letting them speak in our heads is also sort-of okay, as long as we guard against believing it. IMO the only reason we have them in our heads post-NC is because we love them.  I keep in mind that that makes me a good and loving person.  I didn't go NC with Mother because I hated her; I did it for my own sanity.  My biggest regret in life is organising that family 'mediation'. I did it for GCbro, but that's another story.  My hair colour segued from 35 to 80 almost overnight; and the aftermath was the closest I've ever come to suicide. It can also be said that I needed Mother to expose herself in front of witnesses before I would accept that I had no choice but NC with her.  It was no longer 'just me'.  Someone else was aghast that any mother could speak that way to and about her own child; and that ElderSis demanded a private audience with the mediators so she could dish the dirt without me hearing it.  Unfortunately that validation didn't come until I fled to therapy and the T suggested I contact the mediation centre.  It would have saved my hair and months of agony to have heard it on the day or soon afterwards without having to ask for it.I've had a lot of validation IRL. If I catch myself ruminating on what Mother taught me about myself, I STOP! and think of the people presently in my life who love me and show it.  They know the Candid my mother never knew and never can know.  The beauty of this is the enormous impact it has on how I think about myself.  For me, it's not enough to stop them speaking in our heads.  We also have to work on self-image.  My trauma isn't so much about what they said and did as about having to cut off the people I love.  I truly award myself a gold medal for what that says about me.Quote from: Blueberry on August 15, 2017, 02:56:48 PMT suggested that I put the words and voice of one of my abusers on the screen. Lo and behold, the disturbing sentence disappeared and I was left looking at an old woman who has no relevance in the particular issue whatsoever!That sounds amazing, Blueberry!  "
452,"Hi Candid,I really appreciate this response and it's really helpful to hear what you said.  Thank you.  I am incorporating the suggestions that you and Blueberry have given me - and I feel it will help me a lot.Having validation from people who understand, it's a precious thing.Hope  "
453,"Quote from: Candid on August 16, 2017, 07:10:37 AMI've had a lot of validation IRL. If I catch myself ruminating on what Mother taught me about myself, I STOP! and think of the people presently in my life who love me and show it.  They know the Candid my mother never knew and never can know.  The beauty of this is the enormous impact it has on how I think about myself.  Beautiful post here, Candid!  "
454,"Quote from: Hope66 on August 16, 2017, 10:28:13 AMHaving validation from people who understand, it's a precious thing.As far as I know it's the only thing that will eventually stop us thinking we must be horrible people -- so horrible that our own mothers recoiled.  When it starts as young as it did for me, what could I possibly have done to make her so vicious towards me?  The adult me understands it was her problem, but we all know about blaming the children we were for not knowing what we know now. And so it goes on. People with good-enough parents self-validate automatically. They literally can't understand why it's an issue for us, and they'll show their impatience. We have to learn it, but first we have to unlearn the auto-reject when other people say good things about us. You know how it goes. What do they want? Are they being sarcastic? Are they laughing at me?  IMO it's impossible for us to self-validate until we've actually been able to hear and absorb the good things other people say. More than one of my early boyfriends was able to tell me where I was going wrong, but of course they couldn't tell me why.  It took my first therapist to pinpoint Mother, and with hindsight I know she spotted it at the intake interview. She knew exactly where she was taking me.  She made it explicit about week 3 of 6; it was 'crisis' counselling.  I had permission to call her between sessions, and that was the only time I did.  I was hysterical. She calmed me down, reassured me, said ""see you next week"".  So I walked in next time all cover-up bravado, and said: ""I'm so sorry about that. I don't know what happened.""She said: ""You lost your mother last week. That's what happened."" If only it had been that easy!  I was 26.  I'd been dutifully attending weekly dinners at my parents' home.  A digression here:QuoteI was already geographically removed from their town, ""for work reasons"".  Every week my father collected me from the train station; after the one occasion on which my train was late I had to call him first then wait about 20 minutes for him.  They complained because I held up dinner.  Father was ready to drive me home soon afterwards.  And every week, according to ElderSis, he walked back in shaking his head and saying: ""That girl drinks too much.""  Yeah. I did. Dad was very liberal with the booze.  Don't know how many weeks he held up an empty, grinning, and said: ""Old Candid's finished another bottle."" Like it was a joke.I couldn't face the Thursday nights, called my parents to say so some time during that six weeks.  Then I had new problems: mostly Dad calling me to say Why aren't you coming? You've upset your mother.  Mother called at least once.  She was angry, venomous.That was the least of it. The pre-emptive smear campaigning began. She knew the secret was out, and who knew what I might say?  I still don't know how she got in the ear of a woman I worked with, but she led with her worst. It was another eight years of LC until the 'mediation', after which I went NC with Mother.  Then the general smear-campaigning in the extended family became apparent. I'd been a ""difficult"" toddler.  From my side, it was endless attempts to get mother to like me.  I already knew she didn't.How's ElderSis?Oh, she's an angel. Mummy's little helper.And Candid?QuoteEven though ElderSis has three years on me, she was bathed first and I had her bathwater afterwards. She was always clean, I was always dirty.  It's possible this became objectively true as each of us struggled to be what Mother wanted.  ElderSis was perpetually ""ill"" because Mother wanted to play nurse with her.  Me? She would give a rueful shake of the head and tell me: ""Should have been a boy.""I know, Ma.  That would have been perfect.  That's what you wanted.  I get it.  I did my best.I still have a reputation in the extended family for ""making a scene"" even though I've never actually made one.  I know this resonates with Blueberry, too.  Having been on the other side of the world from most relatives for decades, I'm far more likely to annoy them with fawning behaviours and general awkwardness.  I missed my cousin's wedding because my parents were holidaying here and I would ""make a scene"". (I probably wouldn't have gone.  It would have been a tough call.  I don't know -- but it would have been nice to have been invited.)  While H and I were separated he was told he couldn't attend my aunt's funeral as he wanted to, again because I would ""make a scene"".  My parents were 12,000 miles away but my reputation had stuck. Yes folks, I'm hare-trigger set to start hysterically yelling expletives at a funeral. Fight all this while crippled with self-doubt and fawning behaviours that turn everyone off? Impossible. Run, Candid, run -- and keep running. More than 40 addresses in 60 years, three countries and seven towns, not counting travel and Other People's Spare Rooms. As the saying goes, you still have to live with yourself. Or not -- an idea considered many times but now completely out of the question.I am not the person she said I was... and finally, gloriously, I know it.  I'm home -- not geographically, because obviously nowhere is home to me. The tortoise is my symbol.  No one I know can roam so freely, pack so efficiently, settle so quickly.  True, my shell is battle-scarred.  I'm a visual offence and I don't care (I used to care a lot.)  People delight in my company.  I delight in my own company.No reputation-repair necessary.  Blood relatives of Mother's see what they expect to see.  One of them delivers trite little homilies, the kind of stuff you see in greeting cards. The pampered pussycat can claw at the tortoise all it likes; this tortoise smiles, says ""yeah"", and ambles on untouched.  I get on fine with the extended family. Really, no one but me is interested in my inner world.  It's my little secret."
455,"Hi everyone. This is my first post here. I'm sorry for what all of you have gone through and hope you are finding the peace you deserve.I'm the spouse of someone that I believe has CPTSD, but he SEEMS to have little self-awareness of himself at the moment. I'm not ready to tell my whole story, but here's what I know about my husband. We've been married 17 years and during our first year of marriage he had a very nervous personality. He would flail his arms around in his sleep as if he was fighting off an attacker. He finally told me that he was acting this way because his father (who was an opium addict) used to beat him. Actually what he described in some cases was more like torture. His father beat his mother too. He told me he was a troublemaker child and that is why his father beat him. He said he was never ever happy during his childhood. He told me at the age of 16 he stood up to his father and told him if he didn't stop beating his mother, he would kill him with his own hands, and his father stopped. He almost seemed like he had a mild case of manic depression the first 5 years of our marriage and then things got better and better until he seemed pretty normal.Then about a year and a half ago everything started to change. We made a long planned move to his hometown and moved in with his mother (his father died about 7-8 years ago). His career though really has taken off since then and he is having success he never had before (he's a doctor). At the same time, he is studying for his master's exams.As I said, I'm not ready to go into all the details of his symptoms but suffice it to say his behavior has become what appears to be a classic case of CPTSD. I've learned more about his childhood from talking to his sister who is close in age to him and his mother. His father beat him because he wanted to play soccer and things like that and his father wanted him to study. I know he credits his father with encouraging him to study and become a doctor but i did not realize the abuse was related to his studies until his sister told me. His mother has also confirmed that much of his behavior right now is just like his father (he even sometimes goes into what can be described as trances where he speaks in his father's voice and his native language and cannot understand English). He also often behaves like he has returned to his childhood and lately has been using a tone of voice that he admitted to me he used when he was 8-9 years old (I noted I had only heard him use it since a month prior and he said I wasn't paying attention because he had been doing it for 3 months!)However, here's the problem I face. Compared to when we were first married and he clearly could see and admitted the connection between his behavior toward me and his childhood abuse, now at least outwardly he does not admit there to be any connection. I'm the one who changes, I'm the one who is crazy, psychotic, sick in my head. (He says these things sometimes). What I have clearly observed is that his aggressive and controlling behavior is at its worst when his mother is present and the topic of conversation is food or it is meal time. I have ascertained from him and his mother that he never had any shortage of food as a child, even though he grew up poor. He always told me they had plenty of meat and dairy products as they had their own animals and even some land to grow food and his mother confirmed his pockets were always full of sweets. She did say his father was very abusive toward her at the table (not the children) and that he was acting like his father, only his father was worse.At one point I gave up eating with them because it was creating more problems between us. He kept pressing me as to why I was doing this and one day he was pressing me and finally I said, ""Stop worrying about what I eat, where I eat, or who I eat with. Worry about something important, like your exams."" What struck me was as soon as I said that, he shot up from sitting like a rocket, said, ""You are right"" and left the room. I realized I had touched upon something, namely that telling him he needed to study resulted in an overly compliant response. He uses his exams as an excuse to avoid me, even sometimes I find out later he was not studying. He was a student studying before at other points in our marriage and he did not act like this, but then his mother wasn't in the picture.My feeling is that the combination of living with his mother and studying for exams has created the perfect storm of a trigger for him that has catapaulted him back into his childhood. However, unlike when we were first married, there is no acknowledgement from him about this. I did point out one day that food and his mother seemed to be a trigger and he got angry, started avoiding me and his mother and particularly has reduced interaction with his mother compared to before and is actually now starting to behave better at meals, although many times he just sits silently at meals.The long and the short of it is though that I do not sense any real sense of admittedly connecting his childhood with a lot of bad behavior he is engaging in (there's a lot more I haven't talked about above) like he did in the beginning of our marriage. He is suffering from complete emotional numbing. Tells me he loves no one and that if he could feel he would wish he was dead. When I say nice things to him like how much I love him and care about him, he gets a very pained look on his face, like he has constipation and someone stuffed a bitter lemon in his mouth. He is convinced his behavior is the real him and that he wasn't himself before. He's obsessed with wanting to feel in control, before he was happy to share decision making with me. As you can see, a lot of classic CPTSD symptoms.I guess I want to ask all of you who have CPTSD, how did you come to realize 1-that something was wrong, 2-that is was connected to your childhood, 3-got a diagnosis of CPTSD? The lack of self-awareness (or acknowledgement) on his part is a huge problem because he is engaging in a lot of destructive behaviors that could have lifelong consequences for multiple people if not nipped in the bud sooner rather than later. I'm just wondering how the awareness grows inside you and the dos and don'ts from my end of helping him to cultivate an awareness."
